wid,view_history,time_elapsed,trial_type,rt,responses,questions,correct,button_pressed,stimulus,block,simulation_mode,trial_id,prs,score,rewards,delays,actions,path,queries,trial_time,state_rewards,action_times,trial_index,key_press,restarts
w0ca1593,,912914,survey-text,399704,"{""Q0"":""When making decisions in life try to be as informed as possible about what you are getting into. That's really all you can do and if it doesn't go as you would have liked at least you tried your best and thought that what you were doing was the best decision. "",""Q1"":""Maybe when you finish high school and you are figuring out what to do afterward. No matter what you choose, you're taking some type of risk whether it's that you won't enjoy your future career, or you don't make enough money from it. You have to weigh the pros and cons and go with what you feel is best. "",""Q2"":""In any of your decisions in Web of Cash, you're taking a risk. The beginning might look very promising, just like when you graduate high school, but when you keep going into the web you may be struck with a major loss, and its the same for figuring out what you want to do with your future. You may love what your studying in college and find that you fit perfectly into your field, and then you graduate and you can't find a job because no one is in need of your service. Or it could be the opposite and you start college unsure of yourself but when you graduate, you have job offers left and right and you really enjoy your work. ""}",,,,,,,,,,,,,,,,,,,,
w0ca1593,,1029171,survey-text,115230,"{""Q0"":""Just figure out the first couple of prices of the hotels and pick the least expensive ones, like in the Web of Cash game. ""}",,,,,,,,,,,,,,,,,,,,
wc4f4c3f,,340108,survey-text,46390,"{""Q0"":""I really have no idea, honestly. You're only allowed one click, and there is no rhyme or reason to the cash amounts on the subsequent nodes. ""}",,,,,,,,,,,,,,,,,,,,
wc4f4c3f,,387626,survey-text,46490,"{""Q0"":""I have not learned any lesson"",""Q1"":""There is no strategy for this game that I found. Maybe the instructions were unclear."",""Q2"":""I'm not sure. ""}",,,,,,,,,,,,,,,,,,,,
wc4f4c3f,,498950,survey-text,110305,"{""Q0"":""Ideally you'd want to find the most direct route for the least amount of money. I feel like I would need to find the price of each hotel, even though this example said that is time consuming. If the goal is to be inexpensive then you need to do the proper research""}",,,,,,,,,,,,,,,,,,,,
we2170e0,,320040,survey-text,57975,"{""Q0"":""Look at all of the final options of each path and decide which path is best based on that. ""}",,,,,,,,,,,,,,,,,,,,
we2170e0,,467327,survey-text,146268,"{""Q0"":""Even though there may be a loss in the beginning stages of the path, that path may end up being the most beneficial overall after considering all steps of the path. "",""Q1"":""Career path where the salary at first may be low, such as when working in a startup, however, the end position/product is worth a lot more than starting a career with a higher salary. "",""Q2"":""For a lot of the best pathways in the game, the beginning steps actually were losses but the last step was the highest. ""}",,,,,,,,,,,,,,,,,,,,
we2170e0,,554988,survey-text,86643,"{""Q0"":""Look at which pathways are the shortest and then look at which pathways have the cheapest final destination price in order to choose which airport to go to. ""}",,,,,,,,,,,,,,,,,,,,
we2d6390,,503127,survey-text,35637,"{""Q0"":""Go with what you think will be the best route and hope for the best""}",,,,,,,,,,,,,,,,,,,,
we2d6390,,565696,survey-text,61537,"{""Q0"":""Each route you take may have consequences. You have to determine which route is best for your life."",""Q1"":""Arguments with my husband"",""Q2"":""I can see what could happen if I try different approaches.""}",,,,,,,,,,,,,,,,,,,,
we2d6390,,666422,survey-text,99708,"{""Q0"":""Go with the first least expensive hotel. ""}",,,,,,,,,,,,,,,,,,,,
w65f4a16,,269080,survey-text,21731,"{""Q0"":""Reveal the final nodes instead of the early nodes.""}",,,,,,,,,,,,,,,,,,,,
w65f4a16,,668274,survey-text,398189,"{""Q0"":""It's not where you start that matters, but where you finish."",""Q1"":""I started as somewhat of a janitor in a legal office, I am now a paralegal at the same legal office."",""Q2"":""Started slow and finished strong.""}",,,,,,,,,,,,,,,,,,,,
w65f4a16,,727112,survey-text,57824,"{""Q0"":""You may have to take a small hit for a big reward.""}",,,,,,,,,,,,,,,,,,,,
wd1c2e63,,269871,survey-text,26008,"{""Q0"":""Only reveal the final outcome""}",,,,,,,,,,,,,,,,,,,,
wd1c2e63,,409322,survey-text,138431,"{""Q0"":""Play the long game"",""Q1"":""Investing my money in crypto currency"",""Q2"":""I frequently lose money in the short term but gain lots in the long term, so far""}",,,,,,,,,,,,,,,,,,,,
wd1c2e63,,528798,survey-text,118463,"{""Q0"":""Expose myself to the least amount of risk (expensive nodes) in leau of looking for the cheapest option among them""}",,,,,,,,,,,,,,,,,,,,
w19bf71f,,262348,survey-text,24960,"{""Q0"":""Click on the end nodes, first. Once I found the value I wanted, then only click that path""}",,,,,,,,,,,,,,,,,,,,
w19bf71f,,329270,survey-text,65918,"{""Q0"":""By looking at the long term goal, I was able to save even more money"",""Q1"":""Saving up for a large purchase, like a car. You might want to spend some money up front, but it might be more beneficial to find a path with the least amount of spending"",""Q2"":""Having an end goal in sight, and limiting expenses.""}",,,,,,,,,,,,,,,,,,,,
w19bf71f,,478637,survey-text,148351,"{""Q0"":""Find the least expensive city, then plan the route around it""}",,,,,,,,,,,,,,,,,,,,
wbd2b361,,527763,survey-text,77787,"{""Q0"":""Start at the end nodes and look for ones that have a high payout. Even if you land on an earlier node with a negative dollar amount, the cost will almost never outweigh the large reward at the end. ""}",,,,,,,,,,,,,,,,,,,,
wbd2b361,,867051,survey-text,338273,"{""Q0"":""I would say that our actions can often have a much greater effect on our lives in the long term than we give them credit for, and that we should focus less on short term inconveniences.  "",""Q1"":""Investing in retirement early in life could be a way to make use of this lesson."",""Q2"":""Investing early brings a certain amount of short term pain, but that will likely be outweighed by long term gain.""}",,,,,,,,,,,,,,,,,,,,
wbd2b361,,992206,survey-text,124106,"{""Q0"":""I would look for cities that I definitely want to avoid and cities that I definitely want to travel through, and plan my route accordingly. ""}",,,,,,,,,,,,,,,,,,,,
wd38fa90,,303852,survey-text,63980,"{""Q0"":""Click at most two of the first nodes to see, as one of them has to be green. Then it should just be guessing. However, if the result is more than 3$, then it would be worth it to click the whole way.""}",,,,,,,,,,,,,,,,,,,,
wd38fa90,,380568,survey-text,75707,"{""Q0"":""Sometimes, it is worth taking the risk of losing some in order to gain the most. "",""Q1"":""Making a career choice"",""Q2"":""How much money are you willing to spend on education to risk not making it all back when you choose a random career?""}",,,,,,,,,,,,,,,,,,,,
wd38fa90,,462533,survey-text,80947,"{""Q0"":""I would quickly see the most inexpensive ones, then plan randomly from there. ""}",,,,,,,,,,,,,,,,,,,,
wc243764,,350313,survey-text,27003,"{""Q0"":""Clicking the end of the nodes reveals the highest penalties or rewards""}",,,,,,,,,,,,,,,,,,,,
wc243764,,514064,survey-text,162744,"{""Q0"":""Small early costs can result in large long term rewards"",""Q1"":""When moving out of my apartment there might be small costs to fixing up the apartment like patching in small holes from hanging frames, but this will help secure the full return of my security deposit. "",""Q2"":""Small early costs (supplies to fix holes) can result in large long term rewards (full security deposit) ""}",,,,,,,,,,,,,,,,,,,,
wc243764,,607519,survey-text,92435,"{""Q0"":""Start by finding the least expensive hotel near the airport and then look at the cost of hotels on the shortest route there""}",,,,,,,,,,,,,,,,,,,,
w12e85f4,,475216,survey-text,35682,"{""Q0"":""look at mid-term and long-term outcomes to determine whether earlier losses justify a bigger win at the end""}",,,,,,,,,,,,,,,,,,,,
w12e85f4,,619373,survey-text,143144,"{""Q0"":""sometimes a small sacrifice early on will lead to a big reward down the line"",""Q1"":""planning for retirement--taking small amounts from income when you are younger so you have a larger amount available many years later"",""Q2"":""It's exactly the same, except you can find out exactly how much the reward at the end will be, rather than trying to make a prediction""}",,,,,,,,,,,,,,,,,,,,
w12e85f4,,801724,survey-text,181326,"{""Q0"":""look at the end results and some of the intermediate stops""}",,,,,,,,,,,,,,,,,,,,
w6d3c0a4,,366576,survey-text,70269,"{""Q0"":""I found the biggest + numbers were on the farthest points from the center, its worth spending a small amount to ensure success at the end. the central losses are so small you don't feel them as much as the big gains so focusing on the gain is important, not the loss. ""}",,,,,,,,,,,,,,,,,,,,
w6d3c0a4,,601599,survey-text,234018,"{""Q0"":""Adverse emotions present themselves and though they are hard to see as tiny hills to walk over, they create a small amount of impact and often lead the way to larger gains in life. Yes, it is important to acknowledge them but not to dwell. Remind yourself of your big goals, and see how the small ones helped pave the road there. "",""Q1"":""I often try to plan my entire future and it can't happen that way. Sometimes something feels like a loss in the moment but it's temporary. "",""Q2"":""You have to LOSE a few points somewhere in there to ensure the highest numerical outcome. Just like an investment, you have to give something of yours to grow later in life whether financial, emotional etc. ""}",,,,,,,,,,,,,,,,,,,,
w6d3c0a4,,696517,survey-text,93916,"{""Q0"":""I would likely start at the airports to find those costs and then pick a line from there. starting out working in. ""}",,,,,,,,,,,,,,,,,,,,
w6677efa,,561512,survey-text,72860,"{""Q0"":""From what I noticed, is that the same pattern of winnings wasn't followed back to back. So if I went left the last time and it was correct then maybe try going right or up the next time.""}",,,,,,,,,,,,,,,,,,,,
w6677efa,,718913,survey-text,156370,"{""Q0"":""Try changing up your strategy and take chances until you find something that works for you and brings you success."",""Q1"":""Methods of studying for exams that work best for my learning style that have helped me succeed. "",""Q2"":""Starting college, I had never really had to study for classes and was not sure of how to do so. I tried many \""trendy\"" and popular methods and many of them weren't useful to me as I am a visual, hands-on learner. I eventually found that I work best in the library alone and writing notes down.""}",,,,,,,,,,,,,,,,,,,,
w6677efa,,816005,survey-text,96062,"{""Q0"":""I would apply the Cash game to this Travel game by doing web searches, such as the Google shop feature to find the best hotel prices for the city I am staying in. That way it is trial and error but instead of purchasing a hotel room you can just look rather than pay money.""}",,,,,,,,,,,,,,,,,,,,
w3d31c32,,694281,survey-text,28857,"{""Q0"":""only click one and go with the one that is lower""}",,,,,,,,,,,,,,,,,,,,
w3d31c32,,806277,survey-text,110992,"{""Q0"":""Short term might seem like its taking away but really its helping you"",""Q1"":""Make the harder decision because it will be easier in the long run"",""Q2"":""Breaking up with a bad s/o is better in the long run even though it sucks at the time""}",,,,,,,,,,,,,,,,,,,,
w3d31c32,,863579,survey-text,56298,"{""Q0"":""Use the idea of short term to long term""}",,,,,,,,,,,,,,,,,,,,
w0c7ed3c,,541337,survey-text,98894,"{""Q0"":""I click on the mode at the farthest ends to determine how worthwhile their value is and pursue them if they're larger amounts.""}",,,,,,,,,,,,,,,,,,,,
